State,Year,Stn-Comm-CO2,Stn-Comm-CH4,Stn-Comm-N2O,Stn-Elec-CO2,Stn-Elec-CH4,Stn-Elec-N2O,Stn-Coke-CO2,Stn-Coke-CH4,Stn-Coke-N2O,Stn-Indu-CO2,Stn-Indu-CH4,Stn-Indu-N2O,Stn-Petr-CO2,Stn-Petr-CH4,Stn-Petr-N2O,Stn-NatG-CO2,Stn-NatG-CH4,Stn-NatG-N2O,Stn-TOT-CO2,Stn-TOT-CH4,Stn-TOT-N2O,Mob-MGas-CO2,Mob-MGas-CH4,Mob-MGas-N2O,Mob-AGas-CO2,Mob-AGas-CH4,Mob-AGas-N2O,Mob-JetK-CO2,Mob-JetK-CH4,Mob-JetK-N2O,Mob-DslO-CO2,Mob-DslO-CH4,Mob-DslO-N2O,Mob-RFO-CO2,Mob-RFO-CH4,Mob-RFO-N2O,Mob-LPG-CO2,Mob-LPG-CH4,Mob-LPG-N2O,Mob-TOT-CO2,Mob-TOT-CH4,Mob-TOT-N2O,PtS-all-CO2,PtS-all-CH4,NGS-all-CO2,NGS-all-CH4,ClM-SurM-CH4,ClM-UngM-CH4,ClM-AbnM-CH4,ClM-TOT-CH4,Dom-TOT-CO2,Dom-TOT-CH4,Dom-TOT-N2O,Exp-TOT-CO2,Exp-TOT-CH4,Exp-TOT-N2O,All-TOT-CO2,All-TOT-CH4,All-TOT-N2O,Bio-TOT-CO2,NET-TOT-CO2
Michigan,2005,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0000014,0.0000035,0.14,0.000064,0.000074,0.14,0.000065,0.000078,0.0035,0.0000065,0.0000883,0.000008,-,-,0.00082,-,-,0.00152,-,0.000001,0.000095,-,-,0.0000016,-,-,0.0059,0.0000065,0.000089,0.000067,0.00085,0.0045,0.027,0,0,0,0,0.15,0.028,0.00017,0.0062,0.0000032,0.0000058,0.16,0.028,0.00017,2.5,2.7
Michigan,2006,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0000024,0.0000057,0.15,0.000073,0.000084,0.15,0.000075,0.00009,0.00617,0.00001,0.000146,0.00001,-,-,0.0014,-,-,0.0028,-,0.000002,0.00023,-,-,0.0000031,-,-,0.011,0.00001,0.00015,0.000015,0.00068,0.0045,0.027,0,0,0,0,0.17,0.028,0.00024,0.0073,0.0000038,0.0000081,0.17,0.028,0.00025,-3.1,-2.9
Michigan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0000024,0.0000058,0.15,0.000073,0.000084,0.15,0.000075,0.00009,0.00625,0.00001,0.000127,0.00001,-,-,0.0014,-,-,0.00288,-,0.000003,0.00023,-,-,0.0000026,-,-,0.011,0.00001,0.00013,0.000015,0.0007,0.0046,0.027,0,0,0,0,0.17,0.028,0.00022,0.008,0.0000041,0.000008,0.18,0.028,0.00023,-1.6,-1.4
Michigan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.0000029,0.000007,0.14,0.000067,0.000078,0.14,0.00007,0.000085,0.00746,0.000011,0.000146,0.00002,-,-,0.0018,-,-,0.0034,-,0.000003,0.00025,-,-,0.0000061,-,-,0.013,0.000011,0.00015,0.000014,0.00067,0.0047,0.026,0,0,0,0,0.16,0.027,0.00023,0.009,0.0000046,0.00001,0.17,0.027,0.00024,-1.6,-1.4
Michigan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.0000017,0.000004,0.13,0.000062,0.000072,0.13,0.000064,0.000076,0.0043,0.0000063,0.0000797,0.00001,-,-,0.00095,-,-,0.00179,-,0.000001,0.000059,-,-,0.0000017,-,-,0.0071,0.0000063,0.000081,0.000016,0.00074,0.0049,0.026,0,0,0,0,0.14,0.027,0.00016,0.0086,0.0000044,0.0000082,0.15,0.027,0.00016,-6.7,-6.5
Michigan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0.000002,0.0000049,0.11,0.000054,0.000063,0.11,0.000056,0.000068,0.00501,0.0000078,0.000088,0.00001,-,-,0.0011,-,-,0.00224,-,0.000002,0.00012,-,-,0.0000026,-,-,0.0085,0.0000078,0.00009,0.000072,0.00093,0.0045,0.023,0,0,0,0,0.13,0.024,0.00016,0.008,0.0000041,0.0000094,0.13,0.024,0.00017,-0.8,-0.7
Michigan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.0000022,0.0000052,0.11,0.000051,0.000059,0.11,0.000053,0.000064,0.00572,0.0000086,0.0000963,0.00001,-,-,0.0013,-,-,0.00269,-,0.000002,0.000091,-,-,0.0000032,-,-,0.0098,0.0000086,0.000098,0.000069,0.00094,0.0049,0.023,0,0,0,0,0.13,0.024,0.00016,0.0098,0.0000051,0.000013,0.14,0.024,0.00018,-8.3,-8.2
Michigan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0000024,0.0000058,0.1,0.000049,0.000056,0.1,0.000051,0.000062,0.00658,0.0000093,0.000097,0.00002,-,-,0.0015,-,-,0.00295,-,0.000003,0.00011,-,-,0.0000039,-,-,0.011,0.0000093,0.0001,0.000061,0.00092,0.0048,0.024,0,0,0,0,0.12,0.025,0.00016,0.01,0.0000052,0.000014,0.13,0.025,0.00018,-7.2,-7.1
Michigan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.0000023,0.0000055,0.088,0.000042,0.000048,0.09,0.000044,0.000054,0.00634,0.0000089,0.0000821,0.00001,-,-,0.0014,-,-,0.00281,-,0.000003,0.000098,-,-,0.0000038,-,-,0.011,0.0000089,0.000085,0.000057,0.00098,0.0054,0.024,0,0,0,0,0.11,0.025,0.00014,0.0088,0.0000045,0.000012,0.12,0.025,0.00015,-5.4,-5.3
Michigan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0000018,0.0000043,0.08,0.000038,0.000044,0.082,0.00004,0.000048,0.00484,0.0000063,0.000054,0.00001,-,-,0.0011,-,-,0.00221,-,0.000002,0.000049,-,-,0.000003,-,-,0.0082,0.0000063,0.000056,0.000054,0.001,0.0058,0.025,0,0,0,0,0.096,0.026,0.0001,0.007,0.0000036,0.0000094,0.1,0.026,0.00011,-6.7,-6.6
Minnesota,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9,-1.9
Minnesota,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7
Minnesota,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
Minnesota,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-2.5
Minnesota,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3
Minnesota,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-2.5
Minnesota,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,-1.6
Minnesota,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2
Minnesota,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Minnesota,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1,-3.1
Mississippi,2005,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.000024,0.000059,0.036,0.000017,0.00002,0.061,0.000041,0.000079,0.0594,0.00011,0.0015,0.0001,-,-,0.014,-,-,0.0258,-,0.00002,0.0016,-,-,0.000027,-,-,0.1,0.00011,0.0015,0.00035,0.0044,0.0029,0.016,0,0,0,0,0.17,0.021,0.0016,0.011,0.0000087,0.000046,0.18,0.021,0.0016,-0.7,-0.5
Mississippi,2006,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.000018,0.000043,0.036,0.000017,0.00002,0.055,0.000035,0.000063,0.0465,0.000078,0.0011,0.0001,-,-,0.01,-,-,0.0211,-,0.00001,0.0017,-,-,0.000023,-,-,0.079,0.000078,0.0011,0.000086,0.0038,0.003,0.018,0,0,0,0,0.14,0.022,0.0012,0.0095,0.0000067,0.000036,0.15,0.022,0.0012,3.2,3.3
Mississippi,2007,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.000017,0.000042,0.034,0.000016,0.000018,0.052,0.000033,0.00006,0.0453,0.000072,0.000915,0.0001,-,-,0.01,-,-,0.0208,-,0.00001,0.0017,-,-,0.000019,-,-,0.078,0.000072,0.00093,0.000092,0.0041,0.0037,0.022,0,0,0,0,0.13,0.026,0.00099,0.01,0.0000066,0.000032,0.14,0.026,0.001,1.7,1.8
Mississippi,2008,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.000014,0.000033,0.035,0.000017,0.000019,0.049,0.000031,0.000052,0.0356,0.000055,0.000693,0.00009,-,-,0.0085,-,-,0.0163,-,0.00001,0.0011,-,-,0.000029,-,-,0.062,0.000055,0.0007,0.000092,0.0043,0.0037,0.021,0,0,0,0,0.11,0.025,0.00076,0.011,0.0000064,0.000031,0.13,0.025,0.00079,-1.9,-1.8
Mississippi,2009,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.000014,0.000034,0.039,0.000019,0.000021,0.054,0.000033,0.000055,0.0363,0.000053,0.000671,0.00008,-,-,0.0079,-,-,0.0151,-,0.00001,0.0005,-,-,0.000014,-,-,0.06,0.000053,0.00068,0.00015,0.0071,0.0035,0.019,0,0,0,0,0.12,0.026,0.00074,0.012,0.0000081,0.000036,0.13,0.026,0.00077,-3.6,-3.5
Mississippi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.000015,0.000036,0.043,0.00002,0.000024,0.058,0.000035,0.00006,0.0361,0.000056,0.000635,0.00008,-,-,0.008,-,-,0.0162,-,0.00002,0.0009,-,-,0.000019,-,-,0.061,0.000056,0.00066,0.00065,0.0084,0.003,0.016,0,0,0,0,0.12,0.024,0.00072,0.014,0.0000086,0.000044,0.14,0.024,0.00076,-0.6,-0.5
Mississippi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.000015,0.000035,0.039,0.000018,0.000021,0.054,0.000033,0.000056,0.0389,0.000058,0.000655,0.00009,-,-,0.009,-,-,0.0183,-,0.00002,0.00062,-,-,0.000022,-,-,0.067,0.000058,0.00068,0.00055,0.0073,0.0027,0.012,0,0,0,0,0.12,0.019,0.00073,0.018,0.000011,0.000065,0.14,0.019,0.0008,-3,-2.9
Mississippi,2012,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.000017,0.000042,0.032,0.000015,0.000018,0.05,0.000032,0.00006,0.0474,0.000067,0.000699,0.0001,-,-,0.011,-,-,0.0212,-,0.00002,0.0008,-,-,0.000028,-,-,0.081,0.000067,0.00072,0.00045,0.0067,0.0026,0.012,0,0,0,0,0.13,0.019,0.00078,0.021,0.000013,0.00007,0.15,0.019,0.00085,-4.3,-4.1
Mississippi,2013,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.000023,0.000055,0.022,0.00001,0.000012,0.046,0.000033,0.000067,0.0627,0.000088,0.000812,0.0001,-,-,0.014,-,-,0.0278,-,0.00003,0.00097,-,-,0.000037,-,-,0.11,0.000088,0.00084,0.00038,0.0067,0.0029,0.012,0,0,0,0,0.15,0.019,0.00091,0.028,0.000016,0.000087,0.18,0.019,0.001,-4.4,-4.2
Mississippi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.000021,0.000052,0.015,0.0000072,0.0000083,0.038,0.000028,0.00006,0.0587,0.000076,0.000656,0.0001,-,-,0.013,-,-,0.0268,-,0.00002,0.00059,-,-,0.000037,-,-,0.099,0.000076,0.00068,0.00037,0.007,0.0031,0.012,0,0,0,0,0.14,0.019,0.00074,0.026,0.000015,0.000081,0.17,0.019,0.00082,-3.7,-3.5
Missouri,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,-0.9
Missouri,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,-1.6
Missouri,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,-1.2
Missouri,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5
Missouri,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6,-4.6
Missouri,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,-0.9
Missouri,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,-2.8
Missouri,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
Missouri,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,-4.5
Missouri,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,-1.8
Montana,2005,1.05,0.00306,0.0053,42.78,0.123,0.22,0,0,0,0.46,0.0013,0.0023,0.29,0.00028,0.00066,1.6,0.00077,0.0009,46.2,0.13,0.23,0.67,0.0012,0.0169,0.001,-,-,0.16,-,-,0.291,-,0.0002,0.018,-,-,0.0003,-,-,1.1,0.0012,0.017,0.0046,0.057,0.13,0.78,0.43,0,0,0.43,47.5,1.4,0.25,0.9,0.0023,0.0043,48.4,1.4,0.25,-32.8,15.6
Montana,2006,0.378,0.0011,0.0019,43.13,0.124,0.22,0,0,0,0.44,0.0013,0.0022,0.29,0.00028,0.00067,1.8,0.00083,0.00096,46,0.13,0.23,0.716,0.0012,0.0169,0.002,-,-,0.16,-,-,0.325,-,0.0002,0.026,-,-,0.00036,-,-,1.2,0.0012,0.017,0.0011,0.05,0.15,0.87,0.42,0,0,0.42,47.4,1.5,0.24,0.67,0.0015,0.003,48.1,1.5,0.25,-3.7,44.4
Montana,2007,0.2951,0.00086,0.0015,45.84,0.132,0.23,0,0,0,0.49,0.0014,0.0025,0.29,0.00028,0.00067,1.8,0.00084,0.00097,48.7,0.14,0.24,0.719,0.0011,0.0145,0.002,-,-,0.16,-,-,0.331,-,0.0003,0.026,-,-,0.0003,-,-,1.2,0.0011,0.015,0.0011,0.051,0.15,0.88,0.45,0,0,0.45,50.1,1.5,0.25,0.65,0.0014,0.0028,50.8,1.5,0.25,-9.8,41
Montana,2008,0.1441,0.00042,0.00072,46,0.132,0.23,0,0,0,0.55,0.0016,0.0028,0.26,0.00025,0.00059,1.7,0.00082,0.00095,48.7,0.14,0.24,0.632,0.00098,0.0123,0.002,-,-,0.15,-,-,0.288,-,0.0003,0.021,-,-,0.00052,-,-,1.1,0.00098,0.013,0.0011,0.051,0.16,0.84,0.46,0,0,0.46,49.9,1.5,0.25,2,0.0052,0.0095,51.9,1.5,0.26,-16.6,35.3
Montana,2009,0.1395,0.000407,0.0007,40.7,0.117,0.21,0,0,0,0.54,0.0016,0.0027,0.23,0.00022,0.00053,1.6,0.00075,0.00087,43.2,0.12,0.21,0.6,0.00088,0.0111,0.001,-,-,0.13,-,-,0.259,-,0.0003,0.014,-,-,0.00023,-,-,1,0.00088,0.011,0.0011,0.053,0.15,0.78,0.42,0,0,0.42,44.4,1.4,0.23,2.6,0.0071,0.013,47,1.4,0.24,-9.1,37.9
Montana,2010,0.1143,0.000333,0.00057,39.33,0.113,0.2,0,0,0,0.6,0.0017,0.003,0.23,0.00022,0.00054,1.4,0.00066,0.00077,41.7,0.12,0.2,0.543,0.00084,0.00954,0.001,-,-,0.12,-,-,0.243,-,0.0002,0.013,-,-,0.00028,-,-,0.92,0.00084,0.0097,0.005,0.064,0.12,0.64,0.45,0,0,0.45,42.7,1.3,0.21,7.3,0.021,0.037,50,1.3,0.25,-45.8,4.2
Montana,2011,0.1485,0.000433,0.00075,32.53,0.0936,0.16,0,0,0,0.72,0.0021,0.0037,0.19,0.00018,0.00044,1.2,0.00056,0.00065,34.8,0.097,0.17,0.484,0.00072,0.00815,0.001,-,-,0.11,-,-,0.228,-,0.0002,0.0077,-,-,0.00027,-,-,0.83,0.00072,0.0084,0.0051,0.068,0.14,0.68,0.41,0,0,0.41,35.8,1.3,0.17,9.4,0.027,0.049,45.1,1.3,0.22,-22.8,22.3
Montana,2012,0.09041,0.000263,0.00045,28.57,0.0822,0.14,0,0,0,0.68,0.002,0.0034,0.19,0.00018,0.00044,0.86,0.00041,0.00047,30.4,0.085,0.14,0.494,0.0007,0.00729,0.001,-,-,0.11,-,-,0.221,-,0.0002,0.0084,-,-,0.0003,-,-,0.83,0.0007,0.0075,0.0046,0.069,0.14,0.66,0.38,0,0,0.38,31.4,1.2,0.15,10.3,0.03,0.054,41.7,1.2,0.21,-7.6,34.1
Montana,2013,0.1021,0.000297,0.00051,27.11,0.078,0.14,0,0,0,0.65,0.0019,0.0033,0.19,0.00018,0.00044,0.75,0.00035,0.00041,28.8,0.081,0.14,0.508,0.00072,0.00658,0.001,-,-,0.11,-,-,0.226,-,0.0002,0.0078,-,-,0.0003,-,-,0.85,0.00072,0.0068,0.0043,0.075,0.14,0.62,0.39,0.0000398,0,0.39,29.8,1.2,0.15,12.3,0.036,0.064,42.1,1.2,0.22,-18.4,23.7
Montana,2014,0.0753,0.000219,0.00038,28.13,0.0809,0.14,0,0,0,0.5,0.0014,0.0025,0.2,0.00019,0.00047,0.71,0.00033,0.00039,29.6,0.083,0.14,0.533,0.00069,0.00595,0.001,-,-,0.12,-,-,0.243,-,0.0002,0.0054,-,-,0.00033,-,-,0.9,0.00069,0.0062,0.0042,0.079,0.15,0.6,0.38,0.000127,0,0.38,30.7,1.1,0.15,11.5,0.033,0.059,42.1,1.2,0.21,-21.9,20.2
Nebraska,2005,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0.0000026,0.0000063,0.00015,0.000000071,0.000000082,0.0029,0.0000027,0.0000064,0.00636,0.000012,0.000161,0.00001,-,-,0.0015,-,-,0.00277,-,0.000002,0.00017,-,-,0.0000029,-,-,0.011,0.000012,0.00016,0.0000087,0.0001,0.000083,0.00049,0,0,0,0,0.014,0.0006,0.00017,0.00099,0.00000085,0.0000048,0.015,0.00061,0.00017,-0.5,-0.5
Nebraska,2006,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0.000003,0.0000073,0.00019,0.000000091,0.00000011,0.0034,0.0000031,0.0000074,0.00784,0.000013,0.000185,0.00002,-,-,0.0017,-,-,0.00356,-,0.000002,0.00029,-,-,0.0000039,-,-,0.013,0.000013,0.00019,0.0000021,0.00009,0.000079,0.00047,0,0,0,0,0.017,0.00058,0.00019,0.0014,0.000001,0.0000059,0.018,0.00058,0.0002,0.7,0.7
Nebraska,2007,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.000004,0.0000097,0.00031,0.00000015,0.00000017,0.0045,0.0000042,0.0000099,0.0105,0.000016,0.000212,0.00002,-,-,0.0023,-,-,0.00482,-,0.000004,0.00039,-,-,0.0000044,-,-,0.018,0.000016,0.00022,0.0000022,0.000099,0.000078,0.00045,0,0,0,0,0.023,0.00057,0.00023,0.002,0.0000014,0.0000071,0.025,0.00057,0.00023,0.1,0.1
Nebraska,2008,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.0000032,0.0000076,0.00027,0.00000013,0.00000015,0.0036,0.0000033,0.0000078,0.00811,0.000012,0.000159,0.00002,-,-,0.0019,-,-,0.0037,-,0.000003,0.00027,-,-,0.0000067,-,-,0.014,0.000012,0.00016,0.0000024,0.00011,0.000077,0.00042,0,0,0,0,0.018,0.00055,0.00017,0.002,0.0000013,0.0000069,0.02,0.00055,0.00018,-0.7,-0.7
Nebraska,2009,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0000025,0.0000059,0.00011,0.000000053,0.000000061,0.0027,0.0000026,0.000006,0.0063,0.0000092,0.000117,0.00001,-,-,0.0014,-,-,0.00262,-,0.000003,0.000087,-,-,0.0000024,-,-,0.01,0.0000092,0.00012,0.000015,0.00068,0.000074,0.0004,0,0,0,0,0.013,0.0011,0.00013,0.0018,0.0000012,0.000006,0.015,0.0011,0.00013,-1.1,-1.1
Nebraska,2010,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0000025,0.0000061,0.00011,0.000000053,0.000000061,0.0027,0.0000026,0.0000062,0.00617,0.0000096,0.000109,0.00001,-,-,0.0014,-,-,0.00276,-,0.000003,0.00015,-,-,0.0000032,-,-,0.01,0.0000096,0.00011,0.000066,0.00085,0.000073,0.00038,0,0,0,0,0.013,0.0012,0.00012,0.002,0.0000013,0.0000072,0.015,0.0012,0.00013,-0.9,-0.9
Nebraska,2011,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0000018,0.0000044,0.000058,0.000000028,0.000000032,0.002,0.0000018,0.0000044,0.0048,0.0000072,0.0000809,0.00001,-,-,0.0011,-,-,0.00226,-,0.000002,0.000077,-,-,0.0000027,-,-,0.0082,0.0000072,0.000083,0.000084,0.0011,0.000076,0.00037,0,0,0,0,0.01,0.0015,0.000087,0.0019,0.0000013,0.0000078,0.012,0.0015,0.000095,-0.9,-0.9
Nebraska,2012,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.0000015,0.0000036,0.000056,0.000000027,0.000000031,0.0017,0.0000015,0.0000036,0.00401,0.0000057,0.0000592,0.000009,-,-,0.00091,-,-,0.0018,-,0.000002,0.000068,-,-,0.0000024,-,-,0.0068,0.0000057,0.000061,0.000077,0.0012,0.000076,0.00037,0,0,0,0,0.0086,0.0016,0.000065,0.0016,0.00000098,0.0000058,0.01,0.0016,0.000071,1.3,1.3
Nebraska,2013,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.0000016,0.0000038,0.000048,0.000000023,0.000000026,0.0016,0.0000016,0.0000038,0.00432,0.0000061,0.000056,0.00001,-,-,0.00095,-,-,0.00192,-,0.000002,0.000067,-,-,0.0000026,-,-,0.0073,0.0000061,0.000058,0.000073,0.0013,0.000083,0.00039,0,0,0,0,0.0091,0.0017,0.000062,0.0018,0.0000011,0.0000059,0.011,0.0017,0.000068,0.5,0.5
Nebraska,2014,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0000015,0.0000035,0.00005,0.000000024,0.000000027,0.0016,0.0000015,0.0000035,0.00399,0.0000051,0.0000445,0.000009,-,-,0.00089,-,-,0.00182,-,0.000002,0.00004,-,-,0.0000025,-,-,0.0068,0.0000051,0.000047,0.000072,0.0014,0.000092,0.00038,0,0,0,0,0.0085,0.0018,0.00005,0.0017,0.000001,0.0000055,0.01,0.0018,0.000056,-1.2,-1.2
Nevada,2005,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.000029,0.000068,0.00027,0.00000013,0.00000015,0.03,0.000029,0.000068,0.0693,0.00013,0.00175,0.0002,-,-,0.016,-,-,0.0301,-,0.00002,0.0019,-,-,0.000031,-,-,0.12,0.00013,0.0018,0.00058,0.0073,0.000083,0.00049,0,0,0,0,0.15,0.0079,0.0018,0.011,0.0000093,0.000052,0.16,0.008,0.0019,-61.5,-61.3
Nevada,2006,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.000025,0.000061,0.00026,0.00000012,0.00000014,0.026,0.000025,0.000061,0.0656,0.00011,0.00154,0.0001,-,-,0.015,-,-,0.0298,-,0.00002,0.0024,-,-,0.000033,-,-,0.11,0.00011,0.0016,0.00013,0.0058,0.000079,0.00047,0,0,0,0,0.14,0.0064,0.0016,0.011,0.0000084,0.000049,0.15,0.0064,0.0017,17.6,17.8
Nevada,2007,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.000024,0.000058,0.00024,0.00000011,0.00000013,0.025,0.000024,0.000058,0.0627,0.0001,0.00127,0.0001,-,-,0.014,-,-,0.0288,-,0.00003,0.0023,-,-,0.000026,-,-,0.11,0.0001,0.0013,0.00013,0.0061,0.000078,0.00045,0,0,0,0,0.13,0.0067,0.0014,0.012,0.0000082,0.000043,0.15,0.0067,0.0014,43.6,43.7
Nevada,2008,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.000025,0.000061,0.00022,0.0000001,0.00000012,0.026,0.000025,0.000061,0.0648,0.0001,0.00126,0.0002,-,-,0.015,-,-,0.0296,-,0.00003,0.0022,-,-,0.000053,-,-,0.11,0.0001,0.0013,0.00013,0.006,0.000077,0.00042,0,0,0,0,0.14,0.0065,0.0014,0.016,0.00001,0.000055,0.15,0.0066,0.0014,20.4,20.6
